Time,Balance
Thu Dec 28 2017 14:05:45 GMT-0500 (Eastern Standard Time),0.09497229071809545
Thu Dec 28 2017 14:06:41 GMT-0500 (Eastern Standard Time),0.0949521966553442
Thu Dec 28 2017 14:07:41 GMT-0500 (Eastern Standard Time),0.09497221187039061
Thu Dec 28 2017 14:08:42 GMT-0500 (Eastern Standard Time),0.09493205162285255
Thu Dec 28 2017 14:09:41 GMT-0500 (Eastern Standard Time),0.09493198212140626
Thu Dec 28 2017 14:10:41 GMT-0500 (Eastern Standard Time),0.09497145298758777
Thu Dec 28 2017 14:11:41 GMT-0500 (Eastern Standard Time),0.09493138834337334
Thu Dec 28 2017 14:12:41 GMT-0500 (Eastern Standard Time),0.09493136494109924
Thu Dec 28 2017 14:13:41 GMT-0500 (Eastern Standard Time),0.09493141611971125
Thu Dec 28 2017 14:14:42 GMT-0500 (Eastern Standard Time),0.09493135521685578
Thu Dec 28 2017 14:15:42 GMT-0500 (Eastern Standard Time),0.09491147390365984
Thu Dec 28 2017 14:16:51 GMT-0500 (Eastern Standard Time),0.09491133069689166
Thu Dec 28 2017 14:17:42 GMT-0500 (Eastern Standard Time),0.09489185272929877
Thu Dec 28 2017 14:18:41 GMT-0500 (Eastern Standard Time),0.09531649372997436
Thu Dec 28 2017 14:19:41 GMT-0500 (Eastern Standard Time),0.09529761889911703
Thu Dec 28 2017 14:20:41 GMT-0500 (Eastern Standard Time),0.09527952527258893
Thu Dec 28 2017 14:21:41 GMT-0500 (Eastern Standard Time),0.09529740697264429
Thu Dec 28 2017 14:22:42 GMT-0500 (Eastern Standard Time),0.09527747634797933
Thu Dec 28 2017 14:23:42 GMT-0500 (Eastern Standard Time),0.09527788863056312
Thu Dec 28 2017 14:24:42 GMT-0500 (Eastern Standard Time),0.09529758667036017
Thu Dec 28 2017 14:25:43 GMT-0500 (Eastern Standard Time),0.09529777968544231
Thu Dec 28 2017 14:26:45 GMT-0500 (Eastern Standard Time),0.09529851834923923
Thu Dec 28 2017 14:27:42 GMT-0500 (Eastern Standard Time),0.09529892718070161
Thu Dec 28 2017 14:28:42 GMT-0500 (Eastern Standard Time),0.09529787297716064
Thu Dec 28 2017 14:29:42 GMT-0500 (Eastern Standard Time),0.09529831456517664
Thu Dec 28 2017 14:30:41 GMT-0500 (Eastern Standard Time),0.09529830264839263
Thu Dec 28 2017 14:31:41 GMT-0500 (Eastern Standard Time),0.09527843455307855
Thu Dec 28 2017 14:32:41 GMT-0500 (Eastern Standard Time),0.09529840922666882
Thu Dec 28 2017 14:33:41 GMT-0500 (Eastern Standard Time),0.09527837715109026
Thu Dec 28 2017 14:34:41 GMT-0500 (Eastern Standard Time),0.09526014529490912
Thu Dec 28 2017 14:35:42 GMT-0500 (Eastern Standard Time),0.09529848040856351
Thu Dec 28 2017 14:36:42 GMT-0500 (Eastern Standard Time),0.09529917138172514
Thu Dec 28 2017 14:37:41 GMT-0500 (Eastern Standard Time),0.09533879583560396
Thu Dec 28 2017 14:38:41 GMT-0500 (Eastern Standard Time),0.09533746492142335
Thu Dec 28 2017 14:39:41 GMT-0500 (Eastern Standard Time),0.09533762506365502
Thu Dec 28 2017 14:40:42 GMT-0500 (Eastern Standard Time),0.09533780499688743
Thu Dec 28 2017 14:41:42 GMT-0500 (Eastern Standard Time),0.09533742626869068
Thu Dec 28 2017 14:42:41 GMT-0500 (Eastern Standard Time),0.09533811779990675
